page_latest_low,page_latest_high,page_len_low,page_len_high,num_rows
912232,1804180,766332,1228724,0,
2036688,2396681,335505,1151977,0,
1982186,4425767,739075,1440601,0,
3689959,4692377,826733,1254035,0,
2969470,3169808,309249,943575,0,
293021,399459,367758,906104,0,
4006617,5624875,679482,715299,0,
2809062,4130265,928233,1206358,0,
5460038,5896605,90552,1305789,75,
707688,1356391,517885,566427,0,
2842232,4770526,66957,1014166,125,
1780902,5649385,1521062,1547260,0,
86922,4556204,901648,1367141,0,
1641347,5752674,842642,933385,0,
5802140,5959758,207188,1524726,3,
1199239,2120965,242863,998471,1,
2294910,3329866,499970,850114,1,
960235,1190462,99522,362107,1,
1000369,5296799,685084,1533263,0,
1113521,2645505,640753,811636,0,
3072166,5974437,73978,1142697,274,
3113442,5994797,1040313,1402963,0,
5171296,6220557,143237,698471,49,
2170588,6232397,199031,1047904,32,
3689943,6369825,44086,526285,856,
3697192,3912567,32175,1372382,20,
889625,3717043,717558,882547,0,
254066,3398585,150477,360917,7,
2769267,3179941,937561,1308724,0,
1879128,2240807,55469,315526,14,
851752,3712750,73460,822145,115,
4521177,5034258,457636,948719,1,
988321,6014950,358957,1142844,10,
2636423,3659708,165102,877039,1,
1720519,2748252,953931,1526961,0,
2216731,5462960,311720,1022347,4,
812304,6074951,1236644,1459966,0,
761128,1945891,683337,849015,0,
2636794,5030739,108380,122255,14,
3589997,4985936,375436,882173,3,
3415437,5642286,348677,1121168,3,
2687224,2960956,230568,1057837,0,
929628,5750935,133551,183643,31,
2066375,6149918,423416,531193,4,
4778127,5698920,640334,1121445,1,
1894598,5439204,625861,1273111,1,
3441872,4550330,79129,128606,34,
404115,5639632,630671,1317035,1,
1302419,6401054,37853,1516376,1438,
5828970,6295594,159454,786408,17,
1385825,4647297,404411,1562173,2,
1623865,3688820,731755,1111662,0,
1924980,6254002,547983,949864,3,
3452205,6206650,63768,750921,398,
738678,6205644,625655,841304,1,
658128,6196067,244076,1451972,24,
439080,3014762,270568,551706,1,
544576,3521313,387722,811839,1,
509379,4059288,184094,661190,5,
3507238,5161816,41910,200725,266,
82369,6014727,25312,1453291,1642,
1455900,5751239,425923,431898,0,
5383061,5744953,50240,1085932,86,
990009,2252052,316051,958038,1,
4870254,5161142,239840,1410886,2,
4420365,4748925,624639,649769,0,
3454299,6360842,885840,981574,0,
1368308,5033936,98707,495750,121,
3185515,4987021,1089320,1149343,0,
3811485,3950875,541807,1210625,0,
4791057,6408268,35622,237032,1132,
395248,3946158,404132,1216480,1,
198202,5079028,455279,1460486,3,
1320662,2642608,940810,1208563,0,
239601,774355,1286899,1515961,0,
2019323,3077204,217415,691158,1,
182361,4218179,558396,1283848,0,
1013227,1254007,217387,1406039,0,
406663,4156836,1093505,1264199,0,
1935757,2978443,442397,856364,1,
5261377,5323875,157740,1100799,1,
359770,3150361,1357388,1493502,0,
1823061,2607606,428479,1566500,1,
2677252,2798348,36577,454191,3,
3187594,4825649,353774,570299,2,
79543,2679307,739720,1395843,0,
1632571,4773143,20256,887588,888,
59658,6372411,641759,843321,1,
350229,2613342,156515,653527,6,
2161129,6201184,648749,1284941,2,
4313089,5522004,1010970,1369349,0,
2557871,5888501,1019103,1298074,0,
1005671,5803879,686307,965209,1,
3854056,4424752,452844,580702,0,
2633764,3346456,179468,1300957,0,
5015754,5884035,1230697,1505723,0,
1799222,2616493,950136,1347179,0,
373580,2682439,136097,660897,5,
579138,5683600,371592,961318,6,
803749,2150844,855177,1551046,0,
2890512,4696572,490361,1245357,0,
1610269,1611779,1216914,1297616,0,
5171682,5307304,702057,1540035,0,
840774,4511814,62551,879611,194,
2194646,3908034,1217430,1556235,0,
1118096,1208045,1427241,1513557,0,
2409457,5534087,1491596,1496143,0,
2363747,4142097,723563,728525,0,
1953355,4535545,478528,752749,2,
672804,3483420,763616,990666,0,
631224,2597373,484917,891747,1,
3248661,5426329,354388,661576,3,
513057,1188816,100189,197936,1,
1155756,6373276,201460,790295,37,
1191699,4681449,42321,50187,64,
1069373,2083453,775616,874136,0,
5370440,6279842,411260,745195,3,
665138,895096,336973,1489488,0,
2369787,4716923,1512910,1525409,0,
1223193,1642356,652075,785117,0,
187636,716319,82794,254706,2,
98623,2762231,408153,1447481,1,
530715,928892,470313,740375,0,
3598461,5872954,830135,1367017,1,
1460255,4722737,869577,1183965,0,
4816785,6027228,53783,572267,266,
2680926,3349487,670227,1355781,0,
800682,4450915,483718,1275983,1,
932558,4465878,24656,1281428,593,
2216400,5219505,808790,1303015,0,
881886,3574132,29903,967654,349,
4349198,4507437,571740,1089746,0,
4209459,5779096,1024068,1513633,0,
762593,3032002,926982,1508710,0,
3064083,3445386,392189,1371231,0,
875825,2369692,12796,501733,509,
1604418,2193993,1162981,1177941,0,
2814274,3628765,537230,582912,0,
262192,4523038,1195348,1552355,0,
531344,2815535,76253,711944,80,
1862972,4343733,368713,900729,1,
3124969,4341751,347809,475638,0,
4187942,4313230,539698,1284381,0,
2791807,3050410,301727,989833,0,
3774659,6290528,522913,795260,1,
2577135,3153400,563039,1187398,0,
978814,3215136,49583,1352081,167,
1640707,2422519,379090,401104,0,
1128437,4697673,242246,305493,2,
2620867,5622338,214294,961235,20,
2424428,6245690,1068263,1461875,0,
1748514,2438993,215953,860349,0,
681994,2565950,612398,1218158,0,
4290494,5842905,930999,1383631,0,
3027448,5519701,607694,1361888,1,
3462636,4185968,68480,1000985,23,
4711451,5591834,965777,1295031,0,
1178389,3768219,854696,1336486,0,
1815564,6062821,554507,972672,2,
1772379,3868147,649373,1320818,0,
814620,1983646,520965,1152702,0,
1280513,5300676,51556,785467,394,
613488,1696202,401620,522708,0,
229747,4995729,257674,285656,3,
893095,1827361,205411,415674,2,
2418580,2800935,348538,1292013,1,
138217,6314086,578186,1401395,2,
1947073,4273336,752834,1325534,0,
3404645,6207089,674060,726400,0,
1395491,2827541,496716,1303369,1,
3428771,5760753,344879,1472961,5,
594961,3770613,10395,901254,1193,
5453116,6097126,195710,879983,11,
2687797,6185859,255135,820915,19,
3166097,6017246,465100,1229847,6,
1777501,4660377,851053,914806,0,
4593909,5276972,391882,486950,1,
5405820,6006299,403335,1134458,4,
288431,293890,505165,1485872,0,
4252759,4868199,184401,1059767,6,
4881864,5450073,440234,863234,0,
3021266,5510856,390536,1444972,3,
4382191,6075287,1132877,1563954,0,
766911,4085850,485484,1232056,1,
2070779,3618766,482061,1124494,1,
4028987,5434345,370808,1007265,3,
695048,3898250,420432,1121814,1,
2189226,4161112,620596,977221,0,
722583,4219531,64197,764683,154,
4910274,6236206,36976,564278,623,
186536,4572587,175669,1271949,11,
630456,5214266,446152,930575,3,
2217359,5551594,712811,1413234,0,
3105254,3468887,416643,960579,0,
3824981,5108499,363708,1182199,3,
4622014,6292864,247836,1406965,19,
3170524,4247562,247264,940982,0,
2493088,5067448,538290,1166590,2,
3039319,4897198,307833,805683,3,
972390,3699734,1373459,1405944,0,
688625,5382301,155280,1468427,29,
88243,6025450,525241,1171234,3,
1863926,6407975,753447,1174451,1,
774799,4583239,227185,768543,6,
735987,6061583,137972,1543970,68,
433523,1904250,313869,1286494,1,
378935,1409805,367902,686946,0,
247637,3068431,1073244,1221227,0,
4866391,5522344,420133,1096616,0,
2798956,4834312,442151,799699,2,
1118801,4095224,197254,299232,0,
962602,2268753,550554,1425847,0,
5987537,6174517,43947,1201987,110,
1719512,4875481,84308,1427666,145,
1349678,4513776,1427469,1450138,0,
4002823,6065539,310336,1175469,8,
4602836,5275301,873664,880170,0,
1472264,4729945,241048,1050721,5,
1137501,6106227,186978,268341,20,
2471261,4316703,812719,1068892,0,
1364707,1706961,118237,728730,2,
3584690,4888088,17248,1271403,647,
4211635,4221863,630201,1308043,0,
2053828,4962353,479290,849142,2,
362529,2258043,357098,1062526,1,
158679,2028519,764314,846125,0,
4013702,5087928,456672,1112205,2,
284301,6152538,139894,834452,74,
3284299,3929735,78810,1286433,19,
990420,2373032,758591,1312733,0,
146265,1340023,202234,1400240,4,
3304798,5716693,1033976,1101431,0,
5714289,5791232,937322,1383496,0,
572025,685559,56937,176486,0,
2501625,4240583,828509,1133464,0,
2120470,4693470,857769,1076449,0,
2540035,5266889,425848,843570,2,
215400,630818,476545,1303186,0,
1619043,3561510,1248848,1451666,0,
4253085,5952218,1115654,1133943,0,
3250682,5770955,236675,1311604,17,
1939941,2464704,451866,771559,0,
1184866,3381290,525560,1514087,1,
2138862,6356244,501933,1505536,4,
4944039,5578585,776504,1246537,0,
1128988,1880689,683636,1340991,0,
3741763,4053260,495496,914964,0,
943728,5693260,354816,1061620,7,
2500081,4741803,74694,593498,99,
5987417,6313715,198166,756581,5,
1978092,3040903,683394,728403,0,
5619882,5998223,314502,932529,5,
816681,2018354,165914,1030066,2,
993081,1370949,107536,461494,2,
4173838,6010235,1199869,1421651,0,
2693198,3334344,499472,1372918,0,
1817347,6392067,530745,748528,2,
662502,4188366,524674,539212,0,
1066726,4091794,549968,769284,1,
1134586,2971114,578151,814844,0,
1472930,4936585,513224,1287061,2,
3161290,3731795,172674,367577,1,
3088433,3473676,752078,1268008,0,
1076658,3892703,452289,793311,1,
1340093,6311599,376397,1255712,9,
3783016,4192038,9151,1206211,224,
973430,3145610,724173,1489756,0,
4530369,4782099,930611,1477419,0,
3227928,5371198,260762,391868,3,
325760,1118811,357047,1463456,0,
5759042,5928097,333210,1050577,3,
1774965,4483119,78611,591245,112,
4088209,5204060,479678,1461010,1,
2746955,4074415,696270,1109783,0,
1171060,5965572,833807,1150719,1,
3905988,4407164,696294,1138988,0,
2853255,3457267,1125865,1270899,0,
110743,2978848,86457,614863,74,
277081,6083751,979010,1502003,0,
991138,2545545,485322,1051247,1,
2195018,3384198,1147600,1191185,0,
647666,4318978,1004757,1255849,0,
1510608,4298146,495337,791479,1,
3067896,3466445,774530,1156548,0,
674354,3221511,944267,1099142,0,
1173350,6152028,1028309,1192413,0,
174344,1161658,109105,690197,4,
521566,533696,173528,920506,0,
4588846,5977002,837473,1475300,1,
1305684,5429721,499076,1489715,2,
1024902,2458428,837230,1024151,0,
2070795,3649751,675923,919653,0,
1327103,1996848,253181,1236053,0,
2164117,3997492,222520,846767,1,
2889939,5449912,1282482,1357103,0,
1334917,6105146,171732,1112833,45,
573536,618259,309129,1337815,0,
1625704,3901906,335779,1239081,1,
326888,5672962,378737,545111,4,
1997515,5650698,451396,1411760,3,
3382575,5008165,31439,1487588,382,
3053335,3945268,365674,1408162,0,
891260,5564479,74695,370991,261,
976034,4924863,561028,922989,1,
4081216,4389126,607479,833239,0,
1102173,4898535,1076027,1135006,0,
3081805,5328567,98910,577280,86,
1883173,4953321,361595,715947,4,
312554,643619,104438,673424,2,
1505306,5699303,506329,855537,2,
1011849,6226538,518518,865203,3,
1516251,1708516,366588,497679,0,
2076995,5191890,1266022,1350985,0,
1022827,5158299,895565,1177621,0,
4666115,5949287,199870,475346,19,
2235933,3632910,195272,1372636,1,
959382,1663056,117308,1564485,5,
2629412,4657471,193538,274834,2,
3703407,4177104,142400,1475482,2,
1136822,3753561,909539,1142510,0,
3470867,4178636,304462,1102127,0,
2629881,5020126,749586,1529599,0,
3293029,6333792,261655,952210,19,
3184541,5855924,452957,973781,6,
3149504,4530786,150633,700594,9,
4640370,6075598,128725,1294318,64,
4273127,5472968,301514,432245,1,
459591,4169373,609258,1265692,0,
2588537,4073132,1110159,1371349,0,
3625644,5945338,579153,1018786,2,
5571333,5784639,1226200,1402023,0,
5549728,6179266,8093,1075841,4441,
482170,3656580,114969,446618,19,
279921,3761076,325928,589228,2,
3377103,4053273,710771,995919,0,
1226238,2276316,370003,1465066,0,
2984699,3786267,1439681,1475191,0,
1766978,5288168,90273,589426,153,
1887108,3106695,427427,463433,0,
4257777,4369016,1331983,1482419,0,
829396,2886837,426911,872034,1,
4040746,5383239,319070,1159243,3,
2470651,4066345,611015,661613,0,
1730026,2330685,655417,1117956,0,
3425411,4092666,172450,591575,1,
654564,3110663,420855,1391212,1,
1737645,2333029,1007475,1273900,0,
3496262,4344236,611661,1271693,0,
1764851,4395768,1517689,1564686,0,
3077955,5192427,1104566,1437209,0,
1026385,1481760,851642,1073231,0,
1755658,4231378,457992,953749,1,
2508192,4478015,457590,645365,2,
529694,935617,555499,698403,0,
1277641,3699864,880204,988443,0,
182511,5093194,882954,1565792,0,
180156,2155540,214711,486463,4,
1299653,5979736,261624,401727,11,
1969216,2664867,204282,1565041,1,
754525,4720891,424664,1193191,2,
3660422,6045911,452149,1514012,6,
437702,6289451,873815,1148337,0,
2269869,6352286,1373696,1415491,0,
4976430,5156850,1277503,1512495,0,
1845997,1986503,716358,1449392,0,
591292,4897321,784635,1151477,0,
791128,2735005,5008,1219644,2001,
709773,5444111,583909,1065828,1,
3349612,3608399,460291,710855,0,
5544112,6124484,565092,1488911,1,
1037731,1521275,97113,1185428,6,
4055166,4242998,130652,557999,1,
1239651,5968141,546668,910339,3,
3475202,4005026,8216,541960,340,
1933074,3472940,718561,746504,0,
112171,5654146,546749,617722,1,
1389345,3159060,1048791,1516795,0,
1385245,3250621,340096,1363704,1,
4096368,6397615,171817,513390,58,
1301635,2731077,728198,1358962,0,
53437,3914870,827883,830645,0,
3376842,5871155,612561,677993,1,
2100481,3792438,50456,432151,129,
2980496,4752178,22630,259310,518,
6144283,6408644,3746,362974,15645,
5232970,5350272,1402547,1455277,0,
2545268,5497887,217562,1081952,18,
2050702,4321255,120780,1546189,15,
1936097,3042556,190408,530605,0,
424975,6208240,650183,1267093,2,
2589092,5943520,883889,1170025,0,
1588820,2987318,686495,1387604,0,
44498,4935875,37632,1395742,542,
4071880,6199684,828889,1088012,1,
569206,2252052,389678,857319,0,
151961,2505571,46486,763097,168,
1131843,4488919,642872,1426200,0,
1753439,5929722,119289,486605,100,
1604986,2653410,1289834,1317518,0,
2388001,3963738,830162,1148232,0,
2543474,5814707,242380,1297447,18,
3098873,5770430,219207,441522,18,
165902,769700,1336290,1394003,0,
1024194,1267082,166693,1467344,1,
3677298,4267966,1218980,1262359,0,
483696,5914166,589224,1114764,2,
1640825,4451338,284659,1303627,2,
492740,1395939,311851,456198,1,
1371890,4903358,100749,684284,106,
2969096,4154420,319167,1058198,0,
1063527,1272638,573940,1503168,0,
3646138,6116489,250051,1148789,20,
2681109,3958640,811610,1127272,0,
566288,5603343,542630,610604,1,
253861,2200125,26174,1103139,207,
319532,2459863,63405,468776,99,
5734968,5735645,189888,1472491,0,
2663601,4996534,237736,339681,3,
1830836,2243162,1043579,1273101,0,
2910784,6124162,484531,604566,3,
177458,5787685,681964,1008975,1,
2930663,5714328,855674,1155404,0,
724237,833971,620231,820213,0,
324490,547835,332372,950421,0,
888429,2937405,178544,869596,3,
1000106,5350382,500212,689322,2,
310873,6284375,403278,705580,7,
535494,1637841,461620,1205659,0,
748686,2063882,37397,305772,112,
674748,3914359,656526,986581,0,
1369675,5760234,159485,1398816,43,
775580,3171864,225555,942936,3,
3618817,6138832,95384,1090759,196,
2912234,5313763,621517,1185728,1,
6255956,6325344,396037,1378140,0,
479254,3402953,471302,787814,1,
3127993,5332572,376675,1032195,3,
742720,6075561,532434,1346223,3,
3481337,3773423,361159,958651,0,
1028599,2570915,470910,1236713,1,
1090259,4978624,553914,1280781,1,
310154,1127092,320351,914193,0,
4318905,5685877,34501,1144090,480,
4484262,4884223,469993,610593,0,
1097240,6339975,248322,1070420,23,
484675,4675010,272502,1133167,3,
5225781,6101542,621233,723171,0,
2228839,5566613,216464,1090026,21,
2693349,3940192,707536,944768,0,
3359004,4052617,353895,1545466,0,
1308385,5168712,1024482,1035685,0,
1580179,3098873,184226,980192,1,
3009554,3987155,197578,1060969,0,
4471313,4967692,199933,793920,3,
4025654,6090760,36391,1337397,674,
504878,2107823,341526,1539948,1,
302834,5044846,42023,780408,494,
4212497,5367263,693784,952333,0,
4931936,6251952,364466,482736,1,
2041967,5737169,284738,1376701,10,
2364844,4159726,1248649,1419924,0,
5928009,6060387,133152,1179571,1,
4036554,4463463,370462,962558,1,
4151283,4625124,242556,932493,3,
3819556,3963501,1121928,1413371,0,
272766,373279,35710,1385599,3,
3292639,4342370,662050,717498,0,
1585130,4239130,1199486,1335621,0,
911285,3070490,1239225,1319157,0,
3202690,3293364,548877,660037,0,
4675020,5894101,856291,1461017,1,
2691583,2999870,22603,1221870,33,
2756280,3089304,552946,905012,0,
3620003,5433901,1311684,1385630,0,
3669778,3669992,24383,1097414,0,
1819766,5538785,186135,352968,20,
4207444,4871545,240104,417575,3,
790876,1921754,216680,519896,2,
1894854,5584639,78232,823509,240,
2265989,5851530,1145479,1479773,0,
586891,2799754,560917,858471,0,
3128006,4121239,956091,1326053,0,
1566028,5422533,816927,991043,0,
1633250,5620774,88399,1316094,194,
4721518,5471156,967756,1455069,0,
2020437,4634312,22837,889600,652,
303817,1268301,273511,1265489,1,
1563284,2035454,1186727,1418814,0,
2103358,3868156,1247956,1289908,0,
3130686,3466086,286626,1285784,0,
2421411,3709078,370972,1433583,1,
238527,5120423,930629,1369138,0,
3948689,5146331,82527,955283,85,
1328987,5924237,361571,1193770,9,
4036362,5139552,291770,513538,2,
2183494,4516633,307469,378798,0,
293421,5091573,105390,212388,74,
1436324,5372835,693288,1241511,0,
1367181,5087980,546484,1416669,2,
488405,4565461,66254,1457206,188,
950272,5765547,34929,1013690,840,
422376,3288616,1073016,1529118,0,
815614,3351243,1108493,1345042,0,
1363701,5264709,21739,1324658,1154,
1593951,4217536,465756,851232,1,
2001245,6132868,417371,1277443,7,
4402414,5249757,180266,776131,12,
657659,3480765,61390,1481097,141,
1786162,6050864,147792,1264739,59,
198122,1606419,858008,868508,0,
3670968,6063141,397816,469113,2,
3953030,4090760,956582,1297576,0,
4293604,4395332,625562,810816,0,
1585172,3531264,496226,941681,1,
326738,441575,605106,1429426,0,
890131,3260965,308938,717819,2,
766794,5578343,134532,1147319,47,
2662515,3251869,176996,536105,0,
846582,1825742,592648,1010039,0,
2712293,4809020,231658,235364,0,
4004600,4427688,227520,1523078,1,
5203375,5611714,89660,1173943,41,
4054658,5512539,284904,1384689,6,
2360740,5083777,825893,1196786,0,
2471490,6125178,226335,572460,23,
1942908,2167715,147847,564959,0,
357350,5209850,405910,1069558,3,
4349256,5820496,998555,1297980,0,
1796674,6311217,328320,479248,3,
2862629,4999231,84839,1497966,93,
3029604,3140505,697732,797400,0,
4410850,5793660,1234178,1519831,0,
1872750,4091408,286093,328990,0,
698169,5360995,756624,1198473,0,
561509,2156169,516705,1148570,0,
2206066,5768329,1183271,1302133,0,
1156138,4428484,814342,1289040,0,
2876599,3156517,12908,1345875,87,
1865695,2290220,1055944,1468225,0,
1562859,1899798,550250,603575,0,
1841522,2730168,721668,1422808,0,
